,ID,Household income,Education,Household size,Rainfall,Ave temp,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
155,156,40000,1,4,107,74,210,260,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,237.3131715794457
156,157,40000,1,5,107,74,380,430,0,0,0,0,100,1,0,0,0,1,0,1,0,1,0,0,0,489.6216466057447
157,158,90000,1,6,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,373.806608144684
158,159,105000,1,6,107,74,180,230,0,0,0,0,120,1,0,0,0,1,0,0,1,1,0,0,0,343.27334033117063
159,160,70000,1,5,107,74,210,260,0,0,0,0,100,1,0,0,0,1,0,1,0,1,0,0,0,306.4798820121013
160,161,70000,1,3,107,74,210,260,0,0,0,0,90,1,0,0,0,1,0,0,1,1,0,0,0,179.18636694722758
161,162,70000,1,5,107,74,180,230,0,0,0,0,50,1,0,0,0,1,0,0,1,0,1,0,0,273.1866377484786
162,163,70000,1,6,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,1,0,0,1,0,0,370.1266395445382
163,164,70000,1,3,107,74,370,420,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,356.75033635321546
164,165,105000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,249.27306952991964
165,166,40000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,237.3131715794457
166,167,100000,1,3,107,74,320,370,0,0,0,0,90,1,0,0,0,1,0,1,0,1,0,0,0,306.78154881406294
167,168,40000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,1,0,1,0,0,0,237.3131715794457
168,169,50000,1,4,107,74,140,190,0,0,0,0,80,1,0,0,0,1,0,1,0,1,0,0,0,161.46891926439892
169,170,55000,1,3,107,74,210,260,0,0,0,0,90,1,0,0,0,1,0,0,1,0,1,0,0,176.4263904971182
170,171,70000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,1,0,0,0,306.4798820121013
171,172,50000,1,4,107,74,180,230,0,0,0,0,80,1,0,0,0,1,0,0,1,1,0,0,0,205.8599116158959
172,173,80000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,244.67310877973736
173,174,80000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,1,0,0,0,308.3198663121742
174,175,80000,1,6,107,74,190,240,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,349.7711276688626
175,176,80000,1,3,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,1,0,0,1,0,0,181.02635124730048
176,177,80000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,244.67310877973736
177,178,80000,1,4,107,74,400,450,0,0,0,0,80,1,0,0,0,1,0,0,1,1,0,0,0,455.530322449348
178,179,80000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,0,1,0,0,308.3198663121742
179,180,80000,1,3,107,74,120,170,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,81.14661845643224
180,181,80000,1,4,107,74,280,330,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,322.3573453948571
181,182,50000,1,4,107,74,120,170,0,0,0,0,120,1,0,0,0,1,0,0,1,0,1,0,0,139.27342308865042
182,183,60000,1,3,107,74,120,170,0,0,0,0,90,1,0,0,0,1,0,1,0,1,0,0,0,77.46664985628644
183,184,50000,1,4,107,74,165,210,0,0,0,0,200,1,0,0,0,1,0,1,0,0,1,0,0,187.05643561903443
184,185,70000,1,5,107,74,380,430,0,0,0,0,100,1,0,0,1,0,0,1,0,0,1,0,0,515.1745226622979
185,186,95000,1,5,107,74,165,210,0,0,0,0,100,1,0,0,1,0,0,1,0,0,1,0,0,279.016045658134
186,187,95000,1,6,107,74,120,170,0,0,0,1,120,1,0,0,0,1,0,0,1,0,1,0,0,274.84686750385225
187,188,65000,1,5,107,74,165,210,0,0,0,0,100,1,0,0,0,1,0,1,0,0,1,0,0,253.46316960158066
188,189,45000,1,3,107,74,280,330,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,252.27064281216497
189,190,40000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,0,1,0,1,0,1,0,0,0,403.7793928975594
190,191,55000,1,3,107,74,450,500,0,0,0,0,360,1,0,0,1,0,0,1,0,1,0,0,0,462.8052677624346
191,192,55000,1,3,107,74,450,500,0,0,0,0,360,1,0,0,0,1,0,0,1,1,0,0,0,442.77234460610003
192,193,85000,1,6,107,74,165,210,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,320.78989573416334
193,194,90000,1,5,107,74,210,260,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,310.1598506122471
194,195,60000,1,3,107,74,280,330,0,0,0,0,390,1,0,0,1,0,0,0,1,0,1,0,0,275.0635424186089
195,196,100000,1,4,107,74,285,330,0,0,0,0,320,1,0,0,1,0,0,1,0,0,1,0,0,349.4622573302245
196,197,100000,1,6,107,74,210,260,0,0,0,0,360,1,0,0,1,0,0,0,1,0,1,0,0,395.67951560109145
197,198,40000,1,4,107,74,330,380,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,370.48614863393664
198,199,50000,1,3,107,74,480,300,0,0,0,0,390,1,0,0,0,1,0,1,0,1,0,0,0,375.9303189273822
199,200,75000,1,4,107,74,330,380,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,376.9260936841918
200,201,95000,1,6,284,76,285,330,0,0,0,0,480,1,0,0,0,1,0,1,0,0,1,0,0,548.7981242780221
201,202,55000,1,3,284,76,570,280,0,0,0,0,450,1,0,0,0,1,0,0,1,0,1,0,0,522.2745260264797
202,203,65000,1,4,284,76,480,300,0,0,0,0,520,1,0,0,0,1,0,1,0,0,1,0,0,535.3323200992234
203,204,105000,1,3,284,76,720,380,0,0,0,0,570,1,0,0,1,0,0,0,1,1,0,0,0,696.4050533507916
204,205,65000,1,5,284,76,300,350,0,0,0,0,550,0,1,0,1,0,0,0,1,0,1,0,0,518.4678129985624
205,206,60000,1,3,284,76,600,450,0,0,0,0,480,0,1,0,0,1,0,1,0,1,0,0,0,616.8796706615415
206,207,75000,1,4,284,76,450,500,0,0,0,0,480,1,0,0,1,0,0,0,1,1,0,0,0,623.1272610843121
207,208,105000,1,4,284,76,380,430,0,0,0,0,480,0,1,0,1,0,0,0,1,0,1,0,0,550.9629773694112
208,209,45000,1,3,284,76,765,280,0,0,0,0,600,1,0,0,1,0,0,0,1,0,1,0,0,672.7562518593356
209,210,80000,1,4,284,76,525,480,0,0,0,0,560,1,0,0,0,1,0,1,0,1,0,0,0,646.2672173011192
210,211,80000,1,4,284,76,600,450,0,0,0,0,640,1,0,0,1,0,0,1,0,0,1,0,0,704.2393199504586
211,212,95000,1,6,284,76,165,210,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,415.62514722353114
